id;title;description;availability;product_type;google_product_category;condition;price;link;image_link;brand;sale_price;mpn
7464;"Penseta Florence dreapta, penseta separare extensii gene, Italia";"Intrare nouă!!!! Ediție limitată!!!! • Lungime 12,7 cm • Deschidere 8 mm • Lungime varf 1,5 cmPuteți completa setul de pensete adăugând în coșul de cumpărături una Mega Volum, din aceeași ediție.";72;Shop>Tweezers>Straight;469;new;"40.00 RON";https://pinklashes.ro/en/tweezers/florence-straight-tweezer-for-eyelash-extensions.html;https://https://pinklashes.ro/31450-large_default/florence-straight-tweezer-for-eyelash-extensions.jpg;72897;"40.00 RON";72897
7465;"Penseta Rome dreapta, penseta separare extensii gene, Italia";"Intrare nouă!!!! Ediție limitată!!!! • Lungime 13 cm • Deschidere 7 mm • Lungime varf 1,5 cmPuteți completa setul de pensete adăugând în coșul de cumpărături una Mega Volum, din aceeași ediție.";65;Shop>Tweezers>Straight;469;new;"40.00 RON";https://pinklashes.ro/en/tweezers/rome-straight-tweezer-for-eyelash-extensions.html;https://https://pinklashes.ro/31454-large_default/rome-straight-tweezer-for-eyelash-extensions.jpg;60533;"40.00 RON";60533
7466;"Penseta Venice, dreapta, penseta separare extensii gene, Italia";"Intrare nouă!!!! Ediție limitată!!!! • Lungime 13 cm • Deschidere 7 mm • Lungime varf 1,7 cmPuteți completa setul de pensete adăugând în coșul de cumpărături una Mega Volum, din aceeași ediție.";0;Shop>Tweezers>Straight;469;new;"40.00 RON";https://pinklashes.ro/en/tweezers/venice-straight-tweezer-for-eyelash-extensions.html;https://https://pinklashes.ro/31458-large_default/venice-straight-tweezer-for-eyelash-extensions.jpg;92266;"40.00 RON";92266
7467;"Penseta mega volum Verona, pentru extensii de gene, Italia";"Intrare nouă!!!! Ediție limitată!!!! • Lungime 12 cm • Deschidere 8 mm • Lungime varf 1 cmPuteți completa setul de pensete adăugând în coșul de cumpărături una dreapta, din aceeași ediție de vară. (Link aici)";38;"Shop>All products";469;new;"50.00 RON";https://pinklashes.ro/en/tweezers/mega-volume-verona-tweezers-for-eyelash-extensions.html;https://https://pinklashes.ro/31555-large_default/mega-volume-verona-tweezers-for-eyelash-extensions.jpg;08709;"50.00 RON";08709
7468;"Penseta 400 pentru Volum, extensii de gene";"• Deschidere 7 mm • Lungime varf 10 mm";10;"Shop>All products";469;new;"50.00 RON";https://pinklashes.ro/en/tweezers/tweezer-400-for-volume-tehniques-for-eyelash-extensions.html;https://https://pinklashes.ro/32780-large_default/tweezer-400-for-volume-tehniques-for-eyelash-extensions.jpg;84861;"50.00 RON";84861
7469;"Penseta 401 pentru Volum, extensii de gene, precizie excelenta";"19• Lungime 13 cm • Deschidere 7 mm • Lungime varf 1 cm";9;"Shop>All products";469;new;"50.00 RON";https://pinklashes.ro/en/tweezers/tweezer-401-for-volume-tehniques-for-eyelash-extensions-excellent-precision.html;https://https://pinklashes.ro/31472-large_default/tweezer-401-for-volume-tehniques-for-eyelash-extensions-excellent-precision.jpg;14475;"50.00 RON";14475
7470;"Penseta 404 Universala, extensii de gene";"• Lungime 11.5 cm • Deschidere 6 mm • Lungime varf 9 mm";0;"Shop>All products";469;new;"38.90 RON";https://pinklashes.ro/en/tweezers/universal-tweezer-404-for-eyelash-extensions.html;https://https://pinklashes.ro/31476-large_default/universal-tweezer-404-for-eyelash-extensions.jpg;14091;"38.90 RON";14091
7471;"Penseta 19 pentru Volum, extensii de gene, Flower edition";"• Lungime 13 cm • Deschidere 7 mm • Lungime varf 10 mm";0;"Shop>All products";469;new;"50.00 RON";https://pinklashes.ro/en/tweezers/tweezer-19-for-volume-tehniques-for-eyelash-extensions-flower-edition.html;https://https://pinklashes.ro/31546-large_default/tweezer-19-for-volume-tehniques-for-eyelash-extensions-flower-edition.jpg;90755;"50.00 RON";90755
7473;"Penseta N-08 Nagaraku, pentru extensii gene";"Penseta Nagaraku• Lungime 12,7 cm • Deschidere 8 mm • Lungime varf 7 mm";0;"Shop>All products";469;new;"50.00 RON";https://pinklashes.ro/en/tweezers/nagaraku-n-08-tweezer-for-eyelash-extensions.html;https://https://pinklashes.ro/31556-large_default/nagaraku-n-08-tweezer-for-eyelash-extensions.jpg;92010;"50.00 RON";92010
7474;"Penseta N-03 Nagaraku, pentru extensii gene";"1Penseta Nagaraku• Lungime 13 cm • Deschidere 6 mm • Lungime varf 15 mm";0;"Shop>All products";469;new;"30.00 RON";https://pinklashes.ro/en/tweezers/nagaraku-n-03-tweezer-for-eyelash-extensions.html;https://https://pinklashes.ro/31557-large_default/nagaraku-n-03-tweezer-for-eyelash-extensions.jpg;68072;"30.00 RON";68072
7475;"Penseta N-05-2 Nagaraku, pentru extensii gene";"Penseta Nagaraku• Lungime 11 cm • Deschidere 6 mm • Lungime varf 5 mm";34;"Shop>All products";469;new;"30.00 RON";https://pinklashes.ro/en/tweezers/nagaraku-n-05-2-tweezer-for-eyelash-extensions.html;https://https://pinklashes.ro/31558-large_default/nagaraku-n-05-2-tweezer-for-eyelash-extensions.jpg;97266;"30.00 RON";97266
7476;"Penseta ESD-15 Nagaraku, pentru extensii gene, prindere precisa";"Penseta Nagaraku• Lungime 11,7 cm • Deschidere 10 mm • Lungime varf 15 mm";0;"Shop>All products";469;new;"50.00 RON";https://pinklashes.ro/en/tweezers/nagaraku-esd-15-tweezer-for-eyelash-extensions-precise-catch.html;https://https://pinklashes.ro/31559-large_default/nagaraku-esd-15-tweezer-for-eyelash-extensions-precise-catch.jpg;23857;"50.00 RON";23857
7477;"Pensete HM, pentru incepatori, anti-alunecare, heavy metal, culoare auriu";"Pensetele HM sunt potrivite atât pentru tehnica fir cu fir cât și pentru volum.
HM 11,12,13 sunt pensetele superbe pentru începători, pentru că sunt mai grele iar un începător vrea sa simte penseta.
În plus au precizie foarte mare în lucru cu un singur fir (pentru a lua un singur fir)
Chiar când folosim doar 1milimetru din penseta, vârful are o precizie uimitoare.
ATENTIE! Pensetele HM 11,12,13 sunt exact acelasi model, doar ca au numere diferite (11,12 sau 13). Din aceasta cauza am facut un buton de comanda cu toate cele 3 pensete. Asadar in cazul in care comandati HM 11/12/13 veti primi in colet una din cele 3 variante: HM 11, HM 12 sau HM 13. Pretul afisat este pe bucata";190;"Shop>All products";469;new;"50.00 RON";https://pinklashes.ro/en/tweezers/tweezers-hm-for-beginners-non-slip-heavy-metal-gold-design.html;https://https://pinklashes.ro/31515-large_default/tweezers-hm-for-beginners-non-slip-heavy-metal-gold-design.jpg;83252;"50.00 RON";83252
7479;"Penseta SH-04, pentru aplicarea extensilor 1D";"Penseta SH-04 este o penseta speciala pentru aplicarea extesilor de gene 1D.• Lungime 13 cm • Deschidere 7 mm • Lungime varf 7 mm";24;"Shop>All products";469;new;"40.00 RON";https://pinklashes.ro/en/tweezers/tweezer-sh04-for-1d-application.html;https://https://pinklashes.ro/31519-large_default/tweezer-sh04-for-1d-application.jpg;33419;"40.00 RON";33419
7481;"Penseta no.7 Curved Tweezer, Shahbaz & Sons, Precizie excelenta, pentru volum extensii gene";"Penseta #7 Curved, Shahbaz&amp;Sons, pentru VOLUM extensii gene• Lungime 12 cm • Deschidere 9 mm • Usor Curbata";25;"Shop>All products";469;new;"60.00 RON";https://pinklashes.ro/en/tweezers/tweezer-no7-curved-tweezer-shahbaz-sons-excellent-precision-for-volume-eyelash-extensions.html;https://https://pinklashes.ro/31550-large_default/tweezer-no7-curved-tweezer-shahbaz-sons-excellent-precision-for-volume-eyelash-extensions.jpg;44329;"60.00 RON";44329
7485;"Penseta JA-19 pentru volum, Pink cu genute";"Penseta JA-19, pentru VOLUM extensii gene• Lungime 13 cm • Deschidere 5 mm • Lungime varf 10 mm";31;"Shop>All products";469;new;"50.00 RON";https://pinklashes.ro/en/tweezers/tweezers-ja-19-for-volume-pink-with-eyelashes.html;https://https://pinklashes.ro/31548-large_default/tweezers-ja-19-for-volume-pink-with-eyelashes.jpg;40467;"50.00 RON";40467
7488;"Penseta Spring JB-057, dreapta, penseta separare extensii de gene, Galben";"16Penseta JB-057, pentru separare extensii gene, Spring Collection, cu maner anti-alunecare
• Lungime 12,5 cm• Deschidere 6 mm• Lungime varf 10 mm";6;Shop>Tweezers>Straight;469;new;"49.90 RON";https://pinklashes.ro/en/tweezers/spring-jb-057-straight-tweezer-for-eyelash-extensions-yellow.html;https://https://pinklashes.ro/31582-large_default/spring-jb-057-straight-tweezer-for-eyelash-extensions-yellow.jpg;70316;"49.90 RON";70316
7490;"Penseta Spring JB-001, pentru Mega Volum extensii de gene, Roz, FiberTip";"Penseta JB-001, pentru VOLUM extensii gene, Spring Collection, cu maner anti-alunecare si varf FiberTip• Lungime 12 cm • Deschidere 7 mm • Lungime varf 10 mm";0;"Shop>All products";469;new;"69.00 RON";https://pinklashes.ro/en/tweezers/mega-volume-spring-jb-001-tweezer-for-eyelash-extensions-pink-with-fiber-tip.html;https://https://pinklashes.ro/31597-large_default/mega-volume-spring-jb-001-tweezer-for-eyelash-extensions-pink-with-fiber-tip.jpg;72527;"69.00 RON";72527
7492;"Penseta Spring JB-004, pentru Mega Volum extensii de gene, Roz, FiberTip";"Penseta JB-004, pentru VOLUM extensii gene, Spring Collection, cu maner anti-alunecare si varf FiberTip• Lungime 11,5 cm • Deschidere 7 mm • Lungime varf 10 mm";0;"Shop>All products";469;new;"69.00 RON";https://pinklashes.ro/en/tweezers/mega-volume-spring-jb-004-tweezer-for-eyelash-extensions-pink-with-fiber-tip.html;https://https://pinklashes.ro/31609-large_default/mega-volume-spring-jb-004-tweezer-for-eyelash-extensions-pink-with-fiber-tip.jpg;58230;"69.00 RON";58230
7494;"0.07 C Glossy Blossom, extensii gene easy fanning, mega volume lashes, negru usor lucios";"Extensiile de gene Glossy Blossom sunt speciale deoarece textura lor este una glossy, un negru usor lucios, mult cautat de tehnicienele noastre.
Genele Blossom sunt foarte prietenoase cu artistul pentru ca sunt foarte usor de aplicat, astfel incat nici nu este nevoie de curs special pentru volum pentru a crea gene frumoase.

MIX 8-14mm (1x8, 1x9, 2x10, 2x11, 2x12, 2x13, 2x14)
MIX 10-16mm (1x10, 2x11, 2x12, 2x13, 2x14, 2x15, 1x16)";840;"Shop>FALSE EYELASHES →>Eyelashes one to one 1:1 →>0.07>Curl C";469;new;"35.00 RON";https://pinklashes.ro/en/eyelashes-easy-fan-pre-made/007-c-glossy-blossom-easy-fanning-flower-lashes-black-silky-look.html;https://https://pinklashes.ro/34346-large_default/007-c-glossy-blossom-easy-fanning-flower-lashes-black-silky-look.jpg;"Blossom easy Volume Flower";"30.00 RON";32321
7495;"Patch-uri mate - calitate premium pentru separarea genelor inferioare - Set 50 buc";"Sunt foarte bune pentru a izola si a scrie cu marker-ul lungimile genelor , dacă se lipesc genele de padurile medium mate, acestea sunt foarte ușor de dezlipit , ceea ce nu putem spune si despre pad-urile lucioase. Eye pads din ambalajul negru sunt aceleasi ca si cele din ambalajul gri";161;"Shop>Accessories>Tape & Eyepads";469;new;"37.00 RON";https://pinklashes.ro/en/tape-eyepads/medium-matt-premium-eye-pads-for-eyelash-separation-set-1-50-pcs.html;https://https://pinklashes.ro/31660-large_default/medium-matt-premium-eye-pads-for-eyelash-separation-set-1-50-pcs.jpg;"Pink Lashes";"37.00 RON";79061
7496;"Adeziv Pro Winter Glue, uscare 0.5 sec. 5ml";"ATA PRODUCTIEI - octombrie 2023
Valabil nedeschis - 1 an de la data productiei 
Valabil deschis - 30 zile in loc intunecat";87;"Shop>FALSE EYELASHES →>Brands Filter →>Orzelowska/Pink";469;new;"79.90 RON";https://pinklashes.ro/en/glues-liquids-/pro-winter-glue-dry-time-05-sec-5ml.html;https://https://pinklashes.ro/31665-large_default/pro-winter-glue-dry-time-05-sec-5ml.jpg;"Pink Lashes";"47.00 RON";86615
7497;"Adeziv Beginner Winter Glue, uscare 2 sec. 5ml";"DATA PRODUCTIEI - octombrie 2023
Valabil nedeschis - 1 an de la data productiei 
Valabil deschis - 30 zile in loc intunecat
Este ok sa fie folosit si vara. ";102;"Shop>FALSE EYELASHES →>Brands Filter →>Orzelowska/Pink";469;new;"59.90 RON";https://pinklashes.ro/en/glues-liquids-/beginner-winter-glue-dry-time-2-sec-5ml.html;https://https://pinklashes.ro/31672-large_default/beginner-winter-glue-dry-time-2-sec-5ml.jpg;"Pink Lashes";"47.00 RON";32206
7498;"Adeziv Standard Winter Glue, uscare 1 sec. 5ml (gratis la comenzi peste 300 lei) pana la 30°C";"DATA PRODUCTIEI - octombrie 2023
Valabil nedeschis - 1 an de la data productiei 
Valabil deschis - 30 zile in loc intunecat
Adezivul poate fi folosit vara, cu un timp de uscare de 1 secunda, este potrivit pentru conditiile meteo de vara cand temperatura nu depaseste 30 grade

";281;"Shop>FALSE EYELASHES →>Brands Filter →>Orzelowska/Pink";469;new;"79.90 RON";https://pinklashes.ro/en/glues-liquids-/standard-winter-glue-dry-time-1-sec-5ml-gratis-over-70-euro.html;https://https://pinklashes.ro/34293-large_default/standard-winter-glue-dry-time-1-sec-5ml-gratis-over-70-euro.jpg;"Pink Lashes";"39.90 RON";68046
7499;"Pinky Glue 1-2 sec, adeziv transparent 5ml";;0;"Shop>Glues & Liquids>Adhesives";469;new;"59.90 RON";https://pinklashes.ro/en/adhesives/pinky-glue-transparent-dry-time-1-2-sec-5ml.html;https://https://pinklashes.ro/31686-large_default/pinky-glue-transparent-dry-time-1-2-sec-5ml.jpg;45842;"59.90 RON";45842
7501;"Bigudiuri pentru laminare gene, Banda silicon pentru ondulare - set 5 perechi";"Folositi bigudiurile de laminare pentru a oferii aspectul de gene mai lungi și ondulate.Set de 5 perechi: S, M, M1, M2, L (5 dimensiuni diferite asigură că bigudiurile se potrivesc la orice formă de ochi).• Fără iritații, moi și confortabile.• Utilizare profesională în salon și uz personal acasă.";2;"Shop>Accessories>Brushes & Applicators";469;new;"24.90 RON";https://pinklashes.ro/en/brushes-applicators/silicone-eyelash-perm-pad-eyelash-extension-curler-set-5-pairs.html;https://https://pinklashes.ro/31700-large_default/silicone-eyelash-perm-pad-eyelash-extension-curler-set-5-pairs.jpg;05794;"24.90 RON";05794
7503;"0.08 CC - Extensii gene iBeauty premium, individuale, Mink";"Daca nu avem 16 linii, veryfica 20 linii !";553;"Shop>FALSE EYELASHES →>Brands Filter →>IBeauty Black";469;new;"65.00 RON";https://pinklashes.ro/en/ibeauty-black/cc-008-ibeauty-premium-individual-mink-eyelash-extension.html;https://https://pinklashes.ro/31937-large_default/cc-008-ibeauty-premium-individual-mink-eyelash-extension.jpg;iBeauty;"59.90 RON";89854
7504;"0.15 D - Extensii gene iBeauty premium, individuale, Mink";"MIX IB 8-12mm (3x8,3x9,4x10,3x11,3x12)
MIX IB 10-14mm (3x10,3x11,4x12,3x13,3x14)";315;"Shop>FALSE EYELASHES →>Brands Filter →>IBeauty Black>Curl D>0.15";469;new;"49.90 RON";https://pinklashes.ro/en/ibeauty-black/d-015-ibeauty-premium-individual-mink-eyelash-extension.html;https://https://pinklashes.ro/31940-large_default/d-015-ibeauty-premium-individual-mink-eyelash-extension.jpg;iBeauty;"49.90 RON";95341
7505;"0.12 D - Extensii gene iBeauty premium, individuale, Mink";;196;"Shop>FALSE EYELASHES →>Brands Filter →>IBeauty Black>Curl D>0.12";469;new;"55.00 RON";https://pinklashes.ro/en/ibeauty-black/012-d-ibeauty-premium-individual-mink-eyelash-extension.html;https://https://pinklashes.ro/31942-large_default/012-d-ibeauty-premium-individual-mink-eyelash-extension.jpg;iBeauty;"49.90 RON";09483
7506;"0.10 D - Extensii gene iBeauty premium, individuale, Mink";"MIX IB 8-15 16 linii 1x8, 2x9, 2x10, 3x11, 3x12, 3x13, 2x14, 1x15
MIX IB D 0.10 8-12 mm 8(2) 9(2) 10(4) 11(4) 12(4)";207;"Shop>FALSE EYELASHES →>Brands Filter →>IBeauty Black>Curl D>0.10";469;new;"55.00 RON";https://pinklashes.ro/en/ibeauty-black/010-d-ibeauty-premium-individual-mink-eyelash-extension.html;https://https://pinklashes.ro/31944-large_default/010-d-ibeauty-premium-individual-mink-eyelash-extension.jpg;iBeauty;"49.90 RON";36812
7508;"0.08 D - Extensii gene iBeauty premium, individuale, Mink";"Mink Eyelashes
mix: 1x8, 2x9, 3x10, 3x11, 4x12, 4x13, 2x14, 1x15
Daca nu avem 16 linii, veryfica 20 linii !
";444;"Shop>FALSE EYELASHES →>Brands Filter →>IBeauty Black>Curl D";469;new;"49.90 RON";https://pinklashes.ro/en/ibeauty-black/d-008-ibeauty-premium-individual-mink-eyelash-extension.html;https://https://pinklashes.ro/31946-large_default/d-008-ibeauty-premium-individual-mink-eyelash-extension.jpg;iBeauty;"49.90 RON";92101
7509;"0.07 D - Extensii gene iBeauty premium, individuale, Mink";"MIX IB 8-12mm (3x8,3x9,4x10,3x11,3x12)
MIX IB D 0.07 8-14 mm 1(8) 2(9)3(10)3(11)3(12)3(13)1(14)";524;"Shop>FALSE EYELASHES →>Brands Filter →>IBeauty Black>Curl D>0.07";469;new;"49.90 RON";https://pinklashes.ro/en/ibeauty-black/d-007-ibeauty-premium-individual-mink-eyelash-extension.html;https://https://pinklashes.ro/31948-large_default/d-007-ibeauty-premium-individual-mink-eyelash-extension.jpg;iBeauty;"49.90 RON";37331
7510;"0.05 D- Extensii gene iBeauty premium, individuale,";"MIX IB D 0,05 MINK 8-14mm 1x8, 2x9, 3x10, 3x11, 4x12, 4x13, 3x14
MIX IB D 0,05 MINK 8-15mm 1x8, 3x9, 3x10, 4x11, 4x12, 3x13, 1x14, 1x15
MIX IB D 0,05 SILK 8-14mm 1x8, 2x9, 3x10, 3x11, 4x12, 4x13, 3x14.

Daca nu avem 16 linii, veryfica 20 linii";327;"Shop>FALSE EYELASHES →>Brands Filter →>IBeauty Black>Curl D>0.05";469;new;"49.90 RON";https://pinklashes.ro/en/ibeauty-black/005-d-ibeauty-premium-individual-eyelash-extension.html;https://https://pinklashes.ro/31951-large_default/005-d-ibeauty-premium-individual-eyelash-extension.jpg;iBeauty;"49.90 RON";69958
7511;"0.15 CC - Extensii gene iBeauty premium, individuale, Mink";"MIX IB CC 0,15 7-11mm 4x7, 4x8, 4x9, 4x10, 4x11 - 20 lines
MIX IB 8-12mm (3x8,3x9,4x10,3x11,3x12) - 16 lines
MIX IB 10-14mm (3x10,3x11,4x12,3x13,3x14) - 16 lines";612;"Shop>FALSE EYELASHES →>Brands Filter →>IBeauty Black>Curl CC>0.15";469;new;"49.90 RON";https://pinklashes.ro/en/ibeauty-black/015-cc-ibeauty-premium-individual-mink-eyelash-extension.html;https://https://pinklashes.ro/31953-large_default/015-cc-ibeauty-premium-individual-mink-eyelash-extension.jpg;iBeauty;"49.90 RON";74207
7512;"0.12 CC- Extensii gene iBeauty premium, individuale, Mink";"Lipseste o marime? Avem solutia pentru tine: inlocuieste lungimea necesara cu alt brand din gama premium. Genele iBeauty CC au curbura super similara cu genele Yassine curbura C. 
MIX IB 8-12mm (3x8,3x9,4x10,3x11,3x12)
MIX IB 8-15 16 linii 1x8, 2x9, 2x10, 3x11, 3x12, 3x13, 2x14, 1x15
MIX IB 10-13 16 linii: 4x10, 4x11, 4x12, 4x13.
MIX IB 10-14mm (3x10,3x11,4x12,3x13,3x14)";356;"Shop>FALSE EYELASHES →>Brands Filter →>IBeauty Black>Curl CC>0.12";469;new;"49.90 RON";https://pinklashes.ro/en/ibeauty-black/012-cc-ibeauty-premium-individual-mink-eyelash-extension.html;https://https://pinklashes.ro/31955-large_default/012-cc-ibeauty-premium-individual-mink-eyelash-extension.jpg;iBeauty;"49.90 RON";64456
7513;"0.10 CC - Extensii gene iBeauty premium, individuale, Mink";"Lipseste o marime? Avem solutia pentru tine: inlocuieste lungimea necesara cu alt brand din gama premium. Genele iBeauty CC au curbura super similara cu genele Yassine curbura C. 
 
MIX IB 8-15 16 linii 1x8, 2x9, 2x10, 3x11, 3x12, 3x13, 2x14, 1x15
MIX IB CC 0.10 8-15 mm 2(8) 2(9) 2(10)2(11) 2(12)2(13)2(14)2(15)
MIX IB CC 0.10 10-13 mm 10(4) 11(4) 12(4) 13(4)
MIx IB CC 0.10 8.12 mm 8(2) 9(2) 10(4) 11(4) 12(4)";423;"Shop>FALSE EYELASHES →>Brands Filter →>IBeauty Black>Curl CC>0.10";469;new;"49.90 RON";https://pinklashes.ro/en/eyelashes-one-to-one-11-/010-cc-ibeauty-premium-individual-mink-eyelash-extension.html;https://https://pinklashes.ro/31957-large_default/010-cc-ibeauty-premium-individual-mink-eyelash-extension.jpg;iBeauty;"49.90 RON";32986
7514;"CC 0.07 - Extensii gene iBeauty premium, individuale, Mink";"Lipseste o marime? Avem solutia pentru tine: inlocuieste lungimea necesara cu alt brand din gama premium. Genele iBeauty CC au curbura super similara cu genele Yassine curbura C. 
MIX IB 8-15 16 linii 1x8, 2x9, 2x10, 3x11, 3x12, 3x13, 2x14, 1x15";328;"Shop>FALSE EYELASHES →>Brands Filter →>IBeauty Black>Curl CC>0.07";469;new;"49.90 RON";https://pinklashes.ro/en/eyelashes-one-to-one-11-/cc-007-ibeauty-premium-individual-mink-eyelash-extension.html;https://https://pinklashes.ro/31959-large_default/cc-007-ibeauty-premium-individual-mink-eyelash-extension.jpg;iBeauty;"49.90 RON";10672
7515;"0.05 CC - Extensii gene iBeauty premium, individuale";"
MIX IB CC 0,05 7-14mm 1x7, 2x8, 3x9, 3x10, 3x11, 3x12, 3x13, 2x14
Puteți combina Materiale Mink și Silk ;)

Pentru cele 20 de linii de (SILK), plătiți aceeași sumă, ca pentru cele 16 linii (MINK). Alegeți (SILK) ;)";754;"Shop>FALSE EYELASHES →>Brands Filter →>IBeauty Black>Curl CC>0.05";469;new;"49.90 RON";https://pinklashes.ro/en/ibeauty-black/005-cc-ibeauty-premium-individual-eyelash-extension.html;https://https://pinklashes.ro/31966-large_default/005-cc-ibeauty-premium-individual-eyelash-extension.jpg;iBeauty;"49.90 RON";84762
7516;"0.12 C - Extensii gene iBeauty premium, individuale, Mink";"MIX IB 7-11mm (3x7,3x8,4x9,3x10,3x11)
MIX IB 8-12mm (3x8,3x9,4x10,3x11,3x12)";435;"Shop>FALSE EYELASHES →>Brands Filter →>IBeauty Black>Curl C>0.12";469;new;"49.00 RON";https://pinklashes.ro/en/ibeauty-black/012-c-ibeauty-premium-individual-mink-eyelash-extension.html;https://https://pinklashes.ro/31960-large_default/012-c-ibeauty-premium-individual-mink-eyelash-extension.jpg;iBeauty;"49.00 RON";58629
7517;"0.10 C Extensii gene iBeauty premium, individuale, Mink";"MIX IB 7-11mm (3x7,3x8,4x9,3x10,3x11) -16 linii
MIX IB 8-12mm (3x8,3x9,4x10,3x11,3x12) -16 linii
MIX IB C 0,10 7-11mm 4x7, 4x8, 4x9, 4x10, 4x11 -20 linii
MIX IB C 0,10 10-14mm 4x10, 5x11, 5x12, 4x13, 2x14 - 20 linii";490;"Shop>FALSE EYELASHES →>Brands Filter →>IBeauty Black>Curl C>0.10";469;new;"49.90 RON";https://pinklashes.ro/en/ibeauty-black/010-c-ibeauty-premium-individual-mink-eyelash-extension.html;https://https://pinklashes.ro/31963-large_default/010-c-ibeauty-premium-individual-mink-eyelash-extension.jpg;iBeauty;"49.90 RON";76689
7518;"Curbura B - iBeauty, extensii gene premium matase, individuale";;2583;"Shop>FALSE EYELASHES →>Brands Filter →>IBeauty Black>Curl D>Black Lashes";469;new;"47.90 RON";https://pinklashes.ro/en/ibeauty-black/b-curl-ibeauty-premium-individual-silk-eyelash-extension.html;https://https://pinklashes.ro/31964-large_default/b-curl-ibeauty-premium-individual-silk-eyelash-extension.jpg;iBeauty;"47.90 RON";03828
7521;"C 0.07 - Extensii gene iBeauty premium, individuale";"8-13mm - 1x8, 3x9, 3x10, 3x11, 3x12, 3x13 - 16 lines Silk
6-14mm - 1x6, 1x7, 2x8, 3x9, 3x10, 3x11, 3x12, 3x13, 1x14 - 20 lines Silk 
10-14mm - 4x10, 5x11, 5x12, 4x13, 2x14 - 20 lines Mink 
7-11 mm  - 4x7, 4x8, 4x9, 4x10, 4x11 - 20 lines Mink 
7-13mm -  2x7, 3x8, 4x9, 4x10, 3x11, 2x12, 2x13 - 20 lines Mink

20 linii Silk costa acelasi bani ca si 16 linii Mink ";1089;"Shop>FALSE EYELASHES →>Brands Filter →>IBeauty Black>Curl C>0.07";469;new;"49.00 RON";https://pinklashes.ro/en/ibeauty-black/c-007-ibeauty-premium-individual-eyelash-extension.html;https://https://pinklashes.ro/31967-large_default/c-007-ibeauty-premium-individual-eyelash-extension.jpg;iBeauty;"49.00 RON";41962
7522;"5D W, curbura C, Nagaraku Extensii gene gata facute";"Nagaraku 5D W are 5 extensii lipite împreună, ceea ce face foarte simplu procesul de creere a evantaiului cu ajutorul pensetelor - nu sunt necesare abilități speciale. Obțineți instantaneu o grupare de gene lungi!

5D Nag mix 1x8, 1x9, 2x10, 2x11, 2x12, 2x13, 1x14, 1x15";622;"Shop>FALSE EYELASHES →>Eyelashes Easy Fan - Pre made→>2D-8D Pre made>5D";469;new;"59.00 RON";https://pinklashes.ro/en/2d-8d-pre-made-/5d-w-c-curl-nagaraku-pre-made-eyelash-extensions.html;https://https://pinklashes.ro/34359-large_default/5d-w-c-curl-nagaraku-pre-made-eyelash-extensions.jpg;Nagaraku;"59.00 RON";20613
7523;"4D W, curbura C, Nagaraku  Extensii gene gata facute";"Nagaraku 4D W are 4 extensii lipite împreună, ceea ce face foarte simplu procesul de creere a evantaiului cu ajutorul pensetelor - nu sunt necesare abilități speciale. Obțineți instantaneu o grupare de gene lungi!

4D Nag Mix 8-15mm 1x8, 1x9, 2x10,2x11, 2x12, 2x13, 1x14, 1x15
4D NAG MIX  8-14mm 1x8,1x9 ,2x10, 3x11, 3x12, 1x13, 1x14
";792;"Shop>FALSE EYELASHES →>Eyelashes Easy Fan - Pre made→>2D-8D Pre made>4D";469;new;"55.00 RON";https://pinklashes.ro/en/2d-8d-pre-made-/4d-w-curl-c-nagaraku-pre-made-eyelash-extensions.html;https://https://pinklashes.ro/34376-large_default/4d-w-curl-c-nagaraku-pre-made-eyelash-extensions.jpg;Nagaraku;"55.00 RON";33034
7524;"3D W, Curbura C, Nagaraku, Extensii gene gata facute";"Nagaraku 3D W are 3 extensii lipite împreună, ceea ce face foarte simplu procesul de creere a evantaiului cu ajutorul pensetelor - nu sunt necesare abilități speciale. Obțineți instantaneu o grupare de gene lungi!


3D Nag Mix 1x8, 1x9, 2x10,2x11, 2x12, 2x13, 1x14, 1x15
3D Nag mix 1x8, 1x9, 2x10, 3x11, 3x12, 1x13, 1x14";537;"Shop>FALSE EYELASHES →>Eyelashes Easy Fan - Pre made→>2D-8D Pre made>3D";469;new;"41.90 RON";https://pinklashes.ro/en/2d-8d-pre-made-/3d-w-curl-c-nagaraku-pre-made-eyelash-extensions.html;https://https://pinklashes.ro/34365-large_default/3d-w-curl-c-nagaraku-pre-made-eyelash-extensions.jpg;Nagaraku;"41.90 RON";49027
7532;"Nagaraku 2D YY maro MIX D 0.07 (8-15MM)";"• Genele sunt unite intre ele prin caldura, nu prin adeziv. • Acestea sunt foarte usoare, nu provoaca greutate la geana naturala MIX 1x8 1x9 2x10 2x11 2x12 2x13 1x14 1x15";39;"Shop>FALSE EYELASHES →>Eyelashes Easy Fan - Pre made→>2D-8D Pre made>2D";469;new;"65.00 RON";https://pinklashes.ro/en/color-lashes-/nagaraku-2d-yy-brown-mix-d-007-8-15mm.html;https://https://pinklashes.ro/34326-large_default/nagaraku-2d-yy-brown-mix-d-007-8-15mm.jpg;Nagaraku;"47.00 RON";80036
